--------------------------------------------------------------------------------
---------------------- FAST INDIVIDUAL BLADE FILE ------------------------------
Properties generated using NuMAD2PreComp2FASTBlade on 02-Feb-2026
---------------------- BLADE PARAMETERS ----------------------------------------
51               NBlInpSt    - Number of blade input stations (-)
F                CalcBMode   - Calculate blade mode shapes internally {T: ignore mode shapes from below, F: use mode shapes from below} [CURRENTLY IGNORED] (flag)
1.5              BldFlDmp(1) - Blade flap mode #1 structural damping in percent of critical (%%)
1.5              BldFlDmp(2) - Blade flap mode #2 structural damping in percent of critical (%%)
1.5              BldEdDmp(1) - Blade edge mode #1 structural damping in percent of critical (%%)
---------------------- BLADE ADJUSTMENT FACTORS --------------------------------
1                FlStTunr(1) - Blade flapwise modal stiffness tuner, 1st mode (-)
1                FlStTunr(2) - Blade flapwise modal stiffness tuner, 2nd mode (-)
1                AdjBlMs     - Factor to adjust blade mass density (-)
1                AdjFlSt     - Factor to adjust blade flap stiffness (-)
1                AdjEdSt     - Factor to adjust blade edge stiffness (-)
---------------------- DISTRIBUTED BLADE PROPERTIES ----------------------------
BlFract  AeroCent  StrcTwst  BMassDen  FlpStff       EdgStff       GJStff        EAStff        Alpha  FlpIner  EdgIner  PrecrvRef  PreswpRef  FlpcgOf  EdgcgOf  FlpEAOf  EdgEAOf
0.86000  0.204     -1.300      85.320   1.99500e+08   4.09500e+08   3.93700e+06   2.97100e+09  0.000    3.475   39.600  0.000      0.000      0.033    0.414    0.031    0.082
0.88000  0.204     -1.410      77.690   1.72000e+08   3.41800e+08   3.66200e+06   2.63500e+09  0.000    3.084   33.470  0.000      0.000      0.033    0.384    0.031    0.078
0.90000  0.204     -1.510      67.290   1.44600e+08   2.83300e+08   3.35100e+06   2.27600e+09  0.000    2.620   27.950  0.000      0.000      0.032    0.373    0.030    0.077
0.92000  0.204     -1.610      56.180   1.17400e+08   2.20500e+08   3.08000e+06   1.89300e+09  0.000    2.173   21.950  0.000      0.000      0.031    0.344    0.029    0.072
0.94000  0.204     -1.700      45.860   9.01400e+07   1.70000e+08   2.81100e+06   1.49000e+09  0.000    1.735   17.410  0.000      0.000      0.030    0.333    0.029    0.072
0.96000  0.204     -1.790      40.010   6.22700e+07   1.23700e+08   2.61000e+06   1.06300e+09  0.000    1.386   14.820  0.000      0.000      0.030    0.341    0.028    0.076
0.98000  0.204     -1.870      29.550   3.40200e+07   7.95800e+07   2.35600e+06   6.09800e+08  0.000    0.955   10.960  0.000      0.000      0.030    0.334    0.028    0.086
1.00000  0.204     -0.020      10.330   1.07500e+06   3.52400e+06   3.81800e+04   4.93400e+08  0.000    0.016    0.174  0.000      0.000      0.007    0.064    0.007    0.023
---------------------- BLADE MODE SHAPES ---------------------------------------
-0.0056358       BldFl1Sh(2) - Flap mode 1, coeff of x^2
-0.0618333       BldFl1Sh(3) -            , coeff of x^3
6.32419          BldFl1Sh(4) -            , coeff of x^4
-8.42213         BldFl1Sh(5) -            , coeff of x^5
3.1654           BldFl1Sh(6) -            , coeff of x^6
0.514365         BldFl2Sh(2) - Flap mode 2, coeff of x^2
-2.93111         BldFl2Sh(3) -            , coeff of x^3
-7.76197         BldFl2Sh(4) -            , coeff of x^4
23.7987          BldFl2Sh(5) -            , coeff of x^5
-12.62           BldFl2Sh(6) -            , coeff of x^6
0.415149         BldEdgSh(2) - Edge mode 1, coeff of x^2
-3.43632         BldEdgSh(3) -            , coeff of x^3
13.7872          BldEdgSh(4) -            , coeff of x^4
-15.0452         BldEdgSh(5) -            , coeff of x^5
5.27919          BldEdgSh(6) -            , coeff of x^6
